Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
2005,7,1,2,37,0,0,440765,"1,000,000",0.44,1,0
2006,7,1,3,31,0,1,419771,"1,000,000",0.42,0,1
2007,7,1,2,33,1,0,346461,"1,000,000",0.35,0,1
2008,7,1,1,22,0,0,37401,"1,000,000",0.04,0,0
2009,7,1,5,25,1,0,353217,"1,000,000",0.35,1,1
2010,7,1,5,39,1,0,314212,"1,000,000",0.31,0,0
2011,7,1,2,38,1,1,198262,"1,000,000",0.2,1,0
2012,7,1,1,38,1,1,57037,"1,000,000",0.06,0,0
2013,7,1,4,28,0,0,345054,"1,000,000",0.35,0,1
2014,7,1,5,31,0,0,253189,"1,000,000",0.25,1,1
2015,7,1,2,37,1,1,12635,"1,000,000",0.01,0,0
1955,8,1,2,39,0,1,476928,"1,000,000",0.48,1,0
1956,8,1,3,34,0,1,197035,"1,000,000",0.2,0,1
1957,8,1,3,21,0,0,269,"1,000,000",0,1,1
1958,8,1,3,35,1,0,435029,"1,000,000",0.44,1,1
1959,8,1,4,39,1,1,328734,"1,000,000",0.33,0,0
1960,8,1,3,26,1,0,123161,"1,000,000",0.12,1,0
1961,8,1,4,34,1,1,423267,"1,000,000",0.42,1,0
1962,8,1,2,40,1,0,162276,"1,000,000",0.16,0,1
1963,8,1,2,31,0,1,214027,"1,000,000",0.21,1,0
1964,8,1,2,25,0,1,350320,"1,000,000",0.35,0,0
1965,8,1,5,39,0,0,69455,"1,000,000",0.07,1,0
1966,8,1,2,34,1,1,49866,"1,000,000",0.05,0,1
1967,8,1,4,40,0,0,220254,"1,000,000",0.22,1,0
1968,8,1,4,26,0,1,313009,"1,000,000",0.31,0,1
1969,8,1,5,35,0,0,323536,"1,000,000",0.32,1,0
1970,8,1,2,38,1,0,406583,"1,000,000",0.41,1,1
1971,8,1,3,33,0,0,2109,"1,000,000",0,0,0
1972,8,1,5,32,0,0,140573,"1,000,000",0.14,1,1
1973,8,1,3,20,0,1,135645,"1,000,000",0.14,0,1
1974,8,1,3,21,1,1,111698,"1,000,000",0.11,0,1
1975,8,1,5,24,1,1,391160,"1,000,000",0.39,1,0
1976,8,1,5,35,1,1,446057,"1,000,000",0.45,1,0
1977,8,1,3,25,0,0,467091,"1,000,000",0.47,0,1
1978,8,1,5,33,0,0,256482,"1,000,000",0.26,0,0
1979,8,1,5,33,0,0,454640,"1,000,000",0.45,1,1
1980,8,1,2,26,1,1,481828,"1,000,000",0.48,1,0
1981,8,1,3,27,1,0,340536,"1,000,000",0.34,1,1
1982,8,1,2,39,0,0,237167,"1,000,000",0.24,0,0
1983,8,1,4,28,1,0,94665,"1,000,000",0.09,1,0
1984,8,1,2,33,1,0,445149,"1,000,000",0.45,1,0
1985,8,1,2,36,0,0,398103,"1,000,000",0.4,1,0
1986,8,1,2,39,1,0,193519,"1,000,000",0.19,1,0
1987,8,1,3,29,1,0,81545,"1,000,000",0.08,1,1
1988,8,1,2,27,1,0,155850,"1,000,000",0.16,1,0
1989,8,1,2,33,1,1,370889,"1,000,000",0.37,0,1
1990,8,1,2,38,1,0,212264,"1,000,000",0.21,1,1
1991,8,1,1,33,0,0,352964,"1,000,000",0.35,1,1
1992,8,1,5,40,0,0,11466,"1,000,000",0.01,0,1
1993,8,1,3,35,0,0,268981,"1,000,000",0.27,0,1
1994,8,1,5,25,1,0,242978,"1,000,000",0.24,1,1
1995,8,1,3,34,0,0,188017,"1,000,000",0.19,0,1
1996,8,1,2,40,1,1,293054,"1,000,000",0.29,1,1
1997,8,1,4,24,1,0,108306,"1,000,000",0.11,1,1
1998,8,1,3,22,1,0,55173,"1,000,000",0.06,0,0
1999,8,1,5,39,1,0,4224,"1,000,000",0,0,1
2000,8,1,5,32,1,1,353004,"1,000,000",0.35,0,1
2001,8,1,1,29,1,0,422184,"1,000,000",0.42,0,1
2002,8,1,5,26,1,0,61031,"1,000,000",0.06,0,0
2003,8,1,4,38,0,0,260810,"1,000,000",0.26,1,1
2004,8,1,3,30,1,0,151592,"1,000,000",0.15,0,1
2005,8,1,2,33,1,0,23283,"1,000,000",0.02,1,1
2006,8,1,5,30,0,0,93254,"1,000,000",0.09,0,1
2007,8,1,2,30,1,0,457999,"1,000,000",0.46,1,0
2008,8,1,3,28,0,0,476820,"1,000,000",0.48,1,1
2009,8,1,2,22,0,0,188143,"1,000,000",0.19,0,0
2010,8,1,3,22,0,1,327975,"1,000,000",0.33,0,1
2011,8,1,4,33,0,1,146991,"1,000,000",0.15,1,0
2012,8,1,5,20,0,0,342730,"1,000,000",0.34,1,1
2013,8,1,3,33,0,0,29010,"1,000,000",0.03,1,1
2014,8,1,4,39,0,1,306804,"1,000,000",0.31,1,1
2015,8,1,5,33,1,1,415844,"1,000,000",0.42,1,1
1955,9,1,1,30,0,0,80632,"1,000,000",0.08,1,0
1956,9,1,3,24,1,0,226664,"1,000,000",0.23,0,1
1957,9,1,2,33,1,0,494369,"1,000,000",0.49,0,1
1958,9,1,2,21,0,1,234180,"1,000,000",0.23,0,0
1959,9,1,5,35,0,1,129651,"1,000,000",0.13,1,1
1960,9,1,2,33,0,1,185501,"1,000,000",0.19,1,1
1961,9,1,2,37,1,1,25704,"1,000,000",0.03,1,1
1962,9,1,5,25,0,0,111782,"1,000,000",0.11,1,0
1963,9,1,5,29,1,1,205683,"1,000,000",0.21,0,1
1964,9,1,4,30,0,1,363968,"1,000,000",0.36,0,1
1965,9,1,2,31,1,0,212189,"1,000,000",0.21,1,0
1966,9,1,4,21,1,1,94174,"1,000,000",0.09,0,0
1967,9,1,4,20,1,1,12516,"1,000,000",0.01,0,1
1968,9,1,2,27,1,0,126270,"1,000,000",0.13,1,1
1969,9,1,4,32,1,1,418269,"1,000,000",0.42,0,0
1970,9,1,5,20,0,0,24756,"1,000,000",0.02,0,1
1971,9,1,5,28,0,0,452310,"1,000,000",0.45,1,0
1972,9,1,2,20,1,0,147668,"1,000,000",0.15,0,1
1973,9,1,1,32,0,1,240872,"1,000,000",0.24,1,1
1974,9,1,1,36,0,0,487116,"1,000,000",0.49,1,0
1975,9,1,3,20,1,1,93886,"1,000,000",0.09,0,1
1976,9,1,4,34,1,0,499755,"1,000,000",0.5,1,1
1977,9,1,3,22,0,1,464071,"1,000,000",0.46,0,1
1978,9,1,4,23,1,1,281701,"1,000,000",0.28,0,1
1979,9,1,2,28,0,0,45434,"1,000,000",0.05,1,1
1980,9,1,5,38,1,1,94610,"1,000,000",0.09,1,0
1981,9,1,5,32,1,1,428658,"1,000,000",0.43,0,0
1982,9,1,4,31,1,1,337386,"1,000,000",0.34,0,0
1983,9,1,1,23,1,0,417028,"1,000,000",0.42,1,1
1984,9,1,2,28,1,0,27773,"1,000,000",0.03,0,1
1985,9,1,2,37,0,0,366394,"1,000,000",0.37,1,1
1986,9,1,2,24,0,1,164858,"1,000,000",0.16,0,1
1987,9,1,4,23,1,0,160796,"1,000,000",0.16,1,1
1988,9,1,4,39,1,1,197650,"1,000,000",0.2,1,0
1989,9,1,1,30,0,0,346863,"1,000,000",0.35,1,1
1990,9,1,1,20,0,1,498616,"1,000,000",0.5,1,0
1991,9,1,4,25,1,1,200709,"1,000,000",0.2,0,0
1992,9,1,2,22,0,1,59655,"1,000,000",0.06,1,1
1993,9,1,2,38,0,0,146924,"1,000,000",0.15,1,1
1994,9,1,1,31,0,0,309478,"1,000,000",0.31,1,0
1995,9,1,1,24,0,0,316394,"1,000,000",0.32,0,1
1996,9,1,5,34,0,1,151171,"1,000,000",0.15,1,1
1997,9,1,1,35,0,0,20540,"1,000,000",0.02,0,1
1998,9,1,5,33,1,0,326723,"1,000,000",0.33,0,1
1999,9,1,3,37,0,1,360055,"1,000,000",0.36,0,1
2000,9,1,3,30,0,1,127556,"1,000,000",0.13,0,0
2001,9,1,1,37,1,0,262570,"1,000,000",0.26,1,1
2002,9,1,1,37,1,1,275108,"1,000,000",0.28,1,0
2003,9,1,5,25,0,1,365363,"1,000,000",0.37,1,1
2004,9,1,5,25,1,0,485425,"1,000,000",0.49,0,0
2005,9,1,4,37,0,0,480557,"1,000,000",0.48,1,1
2006,9,1,5,21,0,1,252189,"1,000,000",0.25,0,0
2007,9,1,1,29,1,0,212419,"1,000,000",0.21,0,0
2008,9,1,3,27,1,1,320888,"1,000,000",0.32,1,0
2009,9,1,4,40,0,0,462077,"1,000,000",0.46,0,0
2010,9,1,3,28,1,1,343157,"1,000,000",0.34,0,1
2011,9,1,2,30,1,0,157094,"1,000,000",0.16,1,1
2012,9,1,2,33,1,0,100725,"1,000,000",0.1,0,0
2013,9,1,3,27,1,1,495900,"1,000,000",0.5,1,1
2014,9,1,1,21,0,1,215986,"1,000,000",0.22,1,1
2015,9,1,1,28,1,0,322065,"1,000,000",0.32,1,1
1955,10,1,3,35,0,1,67906,"1,000,000",0.07,1,1
1956,10,1,1,30,1,0,283399,"1,000,000",0.28,0,1
1957,10,1,3,28,0,0,102885,"1,000,000",0.1,1,1
1958,10,1,5,21,1,1,15011,"1,000,000",0.02,0,1
1959,10,1,4,37,0,1,198100,"1,000,000",0.2,1,1
1960,10,1,1,31,0,1,490575,"1,000,000",0.49,0,0
1961,10,1,5,27,1,0,177438,"1,000,000",0.18,1,1
1962,10,1,4,25,1,1,262518,"1,000,000",0.26,0,1
1963,10,1,3,29,1,1,91805,"1,000,000",0.09,1,0
1964,10,1,4,27,1,1,280424,"1,000,000",0.28,1,1
1965,10,1,3,33,1,0,45099,"1,000,000",0.05,0,0
1966,10,1,1,28,0,0,206962,"1,000,000",0.21,0,1
1967,10,1,3,23,1,1,367648,"1,000,000",0.37,0,1
1968,10,1,5,40,0,1,2322,"1,000,000",0,1,0
1969,10,1,2,37,0,0,473613,"1,000,000",0.47,1,1
1970,10,1,2,39,1,1,445836,"1,000,000",0.45,0,1
1971,10,1,2,34,1,1,200065,"1,000,000",0.2,0,1
1972,10,1,2,31,1,0,286612,"1,000,000",0.29,1,0
1973,10,1,4,21,1,1,233679,"1,000,000",0.23,1,0
1974,10,1,4,34,0,0,258941,"1,000,000",0.26,0,0
1975,10,1,4,29,1,1,198558,"1,000,000",0.2,0,1
1976,10,1,4,39,0,0,238744,"1,000,000",0.24,1,1
1977,10,1,2,32,1,0,82161,"1,000,000",0.08,1,0
1978,10,1,5,26,0,1,370168,"1,000,000",0.37,1,1
1979,10,1,5,25,1,1,97717,"1,000,000",0.1,1,1
1980,10,1,4,29,1,0,362981,"1,000,000",0.36,1,0
1981,10,1,3,21,0,1,224737,"1,000,000",0.22,1,1
1982,10,1,2,23,1,1,126371,"1,000,000",0.13,0,0
1983,10,1,2,20,0,0,295223,"1,000,000",0.3,1,0
1984,10,1,3,37,1,0,314692,"1,000,000",0.31,1,1
1985,10,1,2,36,0,0,289763,"1,000,000",0.29,1,1
1986,10,1,5,22,0,0,71958,"1,000,000",0.07,0,1
1987,10,1,3,37,1,0,6804,"1,000,000",0.01,0,1
1988,10,1,5,33,1,1,83439,"1,000,000",0.08,1,0
1989,10,1,5,23,1,1,136769,"1,000,000",0.14,1,1
1990,10,1,2,21,0,1,82314,"1,000,000",0.08,0,0
1991,10,1,2,36,1,1,107662,"1,000,000",0.11,1,0
1992,10,1,3,36,1,0,107057,"1,000,000",0.11,1,1
1993,10,1,2,24,0,0,406590,"1,000,000",0.41,0,1
1994,10,1,1,37,1,1,388979,"1,000,000",0.39,1,0
1995,10,1,4,30,0,0,52079,"1,000,000",0.05,1,1
1996,10,1,3,26,1,1,102726,"1,000,000",0.1,0,0
1997,10,1,4,39,1,0,58118,"1,000,000",0.06,0,0
1998,10,1,3,29,0,0,270870,"1,000,000",0.27,1,1
1999,10,1,5,30,1,1,496452,"1,000,000",0.5,0,1
2000,10,1,4,20,0,0,9809,"1,000,000",0.01,0,0
2001,10,1,1,30,1,1,8119,"1,000,000",0.01,1,1
2002,10,1,5,34,0,0,17427,"1,000,000",0.02,1,1
2003,10,1,1,37,1,0,494795,"1,000,000",0.49,1,1
2004,10,1,5,29,0,0,31464,"1,000,000",0.03,1,1
2005,10,1,1,31,0,0,434918,"1,000,000",0.43,1,0
2006,10,1,1,25,0,1,404068,"1,000,000",0.4,1,0
2007,10,1,1,21,1,0,65330,"1,000,000",0.07,0,0
2008,10,1,5,26,1,0,199550,"1,000,000",0.2,1,0
2009,10,1,4,39,0,1,496078,"1,000,000",0.5,1,0
2010,10,1,5,25,0,1,319452,"1,000,000",0.32,1,1
2011,10,1,1,23,0,0,449596,"1,000,000",0.45,1,1
2012,10,1,1,40,1,0,488156,"1,000,000",0.49,1,0
2013,10,1,2,28,1,0,309482,"1,000,000",0.31,0,1
2014,10,1,1,26,1,0,149558,"1,000,000",0.15,1,1
2015,10,1,2,36,0,0,247968,"1,000,000",0.25,1,1
1955,12,1,1,26,1,0,475326,"1,000,000",0.48,0,0
1956,12,1,3,38,0,1,147599,"1,000,000",0.15,0,1
1957,12,1,1,22,0,0,10672,"1,000,000",0.01,1,0
1958,12,1,4,39,1,1,286912,"1,000,000",0.29,1,1
1959,12,1,3,30,0,1,124912,"1,000,000",0.12,0,0
1960,12,1,2,35,0,1,386858,"1,000,000",0.39,1,1
1961,12,1,1,24,0,1,404911,"1,000,000",0.4,1,0
1962,12,1,2,21,0,1,445863,"1,000,000",0.45,1,0
1963,12,1,3,40,0,1,453383,"1,000,000",0.45,0,0
1964,12,1,1,30,0,0,259822,"1,000,000",0.26,0,0
1965,12,1,1,36,0,1,303795,"1,000,000",0.3,0,1
1966,12,1,1,40,1,1,337183,"1,000,000",0.34,1,1
1967,12,1,3,20,0,0,187581,"1,000,000",0.19,1,1
1968,12,1,4,25,1,0,492797,"1,000,000",0.49,1,0
1969,12,1,3,29,0,0,420852,"1,000,000",0.42,0,1
1970,12,1,1,36,1,0,460912,"1,000,000",0.46,1,0
1971,12,1,5,33,1,0,348818,"1,000,000",0.35,1,1
1972,12,1,3,24,1,1,306568,"1,000,000",0.31,0,0
1973,12,1,2,25,0,0,99123,"1,000,000",0.1,0,0
1974,12,1,4,34,1,1,446459,"1,000,000",0.45,0,1
1975,12,1,3,35,0,0,285153,"1,000,000",0.29,1,0
1976,12,1,2,38,1,1,87463,"1,000,000",0.09,0,0
1977,12,1,5,31,0,1,452238,"1,000,000",0.45,1,1
1978,12,1,5,21,0,1,250788,"1,000,000",0.25,1,0
1979,12,1,4,29,0,1,225135,"1,000,000",0.23,1,0
1980,12,1,2,32,1,1,220987,"1,000,000",0.22,0,0
1981,12,1,3,26,1,0,296525,"1,000,000",0.3,0,1
1982,12,1,2,39,1,1,180787,"1,000,000",0.18,1,0
1983,12,1,3,24,1,1,104974,"1,000,000",0.1,1,0
1984,12,1,4,38,0,1,54747,"1,000,000",0.05,1,0
1985,12,1,4,30,0,1,135508,"1,000,000",0.14,1,0
1986,12,1,1,39,1,1,375768,"1,000,000",0.38,0,1
1987,12,1,4,34,1,0,122106,"1,000,000",0.12,1,1
1988,12,1,3,27,1,1,337553,"1,000,000",0.34,0,0
1989,12,1,2,38,1,1,461422,"1,000,000",0.46,1,1
1990,12,1,4,28,0,1,43629,"1,000,000",0.04,0,1
1991,12,1,4,24,0,0,61273,"1,000,000",0.06,1,1
1992,12,1,1,25,0,0,89500,"1,000,000",0.09,1,0
1993,12,1,4,38,0,0,302240,"1,000,000",0.3,0,1
1994,12,1,5,20,1,0,412725,"1,000,000",0.41,1,1
1995,12,1,5,31,0,0,473005,"1,000,000",0.47,0,0
1996,12,1,3,40,1,1,282479,"1,000,000",0.28,1,0
1997,12,1,3,25,1,1,294098,"1,000,000",0.29,0,0
1998,12,1,4,22,0,1,230226,"1,000,000",0.23,1,1
1999,12,1,5,39,1,1,186507,"1,000,000",0.19,0,1
2000,12,1,4,29,1,0,121419,"1,000,000",0.12,1,0
2001,12,1,3,34,0,0,473463,"1,000,000",0.47,1,1
2002,12,1,4,29,0,0,336100,"1,000,000",0.34,1,1
2003,12,1,1,35,1,0,487977,"1,000,000",0.49,0,1
2004,12,1,5,33,0,0,10311,"1,000,000",0.01,0,1
2005,12,1,1,24,1,0,168953,"1,000,000",0.17,1,0
2006,12,1,1,33,0,1,36099,"1,000,000",0.04,1,0
2007,12,1,2,32,0,1,426367,"1,000,000",0.43,0,0
2008,12,1,2,26,0,0,100069,"1,000,000",0.1,1,1
2009,12,1,4,36,1,0,386230,"1,000,000",0.39,1,1
2010,12,1,4,26,0,1,86664,"1,000,000",0.09,0,0
2011,12,1,1,29,1,1,255028,"1,000,000",0.26,0,1
2012,12,1,5,23,1,0,80054,"1,000,000",0.08,1,0
2013,12,1,5,31,0,0,116421,"1,000,000",0.12,1,0
2014,12,1,1,30,0,0,168927,"1,000,000",0.17,1,0
2015,12,1,5,31,0,1,449608,"1,000,000",0.45,1,1
1955,1,2,5,31,0,1,321120,"1,000,000",0.32,1,0
1956,1,2,5,28,1,1,143202,"1,000,000",0.14,1,1
1957,1,2,1,27,1,0,149989,"1,000,000",0.15,0,0
1958,1,2,5,26,0,0,421212,"1,000,000",0.42,1,1
1959,1,2,1,23,1,1,307319,"1,000,000",0.31,0,1
1960,1,2,5,26,1,1,468640,"1,000,000",0.47,1,1
1961,1,2,4,20,1,1,253033,"1,000,000",0.25,0,0
1962,1,2,2,31,1,0,23493,"1,000,000",0.02,1,1
1963,1,2,5,38,0,0,498354,"1,000,000",0.5,1,1
1964,1,2,2,24,0,0,178307,"1,000,000",0.18,1,0
1965,1,2,4,36,0,0,442632,"1,000,000",0.44,1,1
1966,1,2,5,21,0,0,117072,"1,000,000",0.12,1,0
1967,1,2,2,40,0,0,105211,"1,000,000",0.11,0,0
1968,1,2,4,31,0,0,294865,"1,000,000",0.29,0,1
1969,1,2,1,40,0,1,468956,"1,000,000",0.47,0,1
1970,1,2,5,27,1,0,291212,"1,000,000",0.29,0,0
1971,1,2,5,28,0,1,434878,"1,000,000",0.43,0,1
1972,1,2,1,23,0,1,491400,"1,000,000",0.49,0,1
1973,1,2,2,23,1,0,100577,"1,000,000",0.1,1,0
1974,1,2,1,33,1,1,312510,"1,000,000",0.31,1,0
1975,1,2,2,38,0,0,256769,"1,000,000",0.26,0,1
1976,1,2,2,26,0,1,156315,"1,000,000",0.16,0,0
1977,1,2,5,33,1,1,261013,"1,000,000",0.26,0,1
1978,1,2,5,37,0,0,343155,"1,000,000",0.34,1,1
1979,1,2,1,25,1,1,417979,"1,000,000",0.42,1,1
1980,1,2,3,20,0,1,412442,"1,000,000",0.41,1,0
1981,1,2,1,20,0,1,224668,"1,000,000",0.22,1,1
1982,1,2,2,26,0,0,477901,"1,000,000",0.48,0,0
1983,1,2,4,36,0,0,344602,"1,000,000",0.34,0,1
1984,1,2,3,27,0,0,7154,"1,000,000",0.01,1,0
1985,1,2,4,20,1,1,490685,"1,000,000",0.49,1,0
1986,1,2,4,23,0,0,134998,"1,000,000",0.13,0,1
1987,1,2,1,28,1,0,204440,"1,000,000",0.2,0,1
1988,1,2,4,27,1,0,314623,"1,000,000",0.31,0,1
1989,1,2,5,25,1,1,309432,"1,000,000",0.31,0,1
1990,1,2,5,40,0,0,173548,"1,000,000",0.17,1,0
1991,1,2,5,21,0,0,61702,"1,000,000",0.06,0,0
1992,1,2,1,40,0,1,205611,"1,000,000",0.21,0,1
1993,1,2,2,39,0,1,364385,"1,000,000",0.36,0,0
1994,1,2,2,25,0,0,182834,"1,000,000",0.18,0,1
1995,1,2,5,25,1,0,377855,"1,000,000",0.38,0,0
1996,1,2,2,32,1,1,201798,"1,000,000",0.2,0,0
1997,1,2,1,32,1,1,449992,"1,000,000",0.45,1,0
1998,1,2,4,27,0,1,135717,"1,000,000",0.14,0,0
1999,1,2,2,28,0,1,352533,"1,000,000",0.35,0,0
2000,1,2,5,40,0,0,269955,"1,000,000",0.27,1,1
2001,1,2,2,25,1,0,398888,"1,000,000",0.4,0,1
2002,1,2,1,39,1,0,108321,"1,000,000",0.11,0,1
2003,1,2,4,28,1,1,491199,"1,000,000",0.49,0,0
2004,1,2,2,37,1,1,378478,"1,000,000",0.38,1,1
2005,1,2,1,20,0,0,270368,"1,000,000",0.27,0,0
2006,1,2,5,28,1,1,336232,"1,000,000",0.34,0,0
2007,1,2,3,28,0,0,402594,"1,000,000",0.4,0,1
2008,1,2,1,32,1,1,479056,"1,000,000",0.48,0,1
2009,1,2,4,37,1,1,67167,"1,000,000",0.07,1,0
2010,1,2,4,34,0,1,112603,"1,000,000",0.11,0,0
2011,1,2,4,36,0,0,84599,"1,000,000",0.08,0,1
2012,1,2,4,27,0,1,342446,"1,000,000",0.34,0,1
2013,1,2,1,38,1,0,6335,"1,000,000",0.01,1,1
2014,1,2,5,40,0,1,352041,"1,000,000",0.35,1,0
2015,1,2,3,39,0,1,79301,"1,000,000",0.08,0,1
2016,1,2,4,25,1,0,180448,"1,000,000",0.18,1,1
1955,2,2,1,27,0,1,114445,"1,000,000",0.11,0,1
1956,2,2,4,24,0,1,94013,"1,000,000",0.09,0,1
1957,2,2,3,20,0,1,232686,"1,000,000",0.23,1,0
1958,2,2,2,38,1,1,115901,"1,000,000",0.12,0,0
1959,2,2,1,23,1,0,499411,"1,000,000",0.5,1,0
1960,2,2,5,40,1,0,215223,"1,000,000",0.22,0,1
1961,2,2,4,36,0,0,119702,"1,000,000",0.12,1,1
1962,2,2,5,36,1,0,1484,"1,000,000",0,1,0
1963,2,2,3,29,1,1,60459,"1,000,000",0.06,1,0
1964,2,2,5,22,1,1,433245,"1,000,000",0.43,0,1
1965,2,2,1,30,0,0,348916,"1,000,000",0.35,0,0
1966,2,2,4,36,1,0,85093,"1,000,000",0.09,1,0
1967,2,2,4,28,1,0,412445,"1,000,000",0.41,0,1
1968,2,2,5,36,0,0,367081,"1,000,000",0.37,1,0
1969,2,2,1,40,1,1,66614,"1,000,000",0.07,1,0
1970,2,2,3,38,1,1,428209,"1,000,000",0.43,0,0
1971,2,2,5,29,1,0,245562,"1,000,000",0.25,0,1
1972,2,2,5,27,1,1,497546,"1,000,000",0.5,1,0
1973,2,2,4,39,0,1,271851,"1,000,000",0.27,1,0
1974,2,2,2,21,0,0,460182,"1,000,000",0.46,0,0
1975,2,2,4,31,1,0,430306,"1,000,000",0.43,0,0
1976,2,2,2,23,0,1,362246,"1,000,000",0.36,0,0
1977,2,2,5,26,0,1,144219,"1,000,000",0.14,1,1
1978,2,2,5,20,0,1,460444,"1,000,000",0.46,1,1
1979,2,2,4,24,0,0,381201,"1,000,000",0.38,0,0
1980,2,2,5,35,0,0,67941,"1,000,000",0.07,0,0
1981,2,2,3,39,1,0,227029,"1,000,000",0.23,1,0
1982,2,2,3,35,1,1,443970,"1,000,000",0.44,1,0
1983,2,2,5,36,1,0,171315,"1,000,000",0.17,0,0
1984,2,2,5,38,1,1,88531,"1,000,000",0.09,0,0
1985,2,2,1,34,1,1,269668,"1,000,000",0.27,1,0
1986,2,2,4,31,0,1,351840,"1,000,000",0.35,0,0
1987,2,2,3,31,1,1,313154,"1,000,000",0.31,1,0
1988,2,2,4,40,1,1,313835,"1,000,000",0.31,1,1
1989,2,2,1,26,0,0,87553,"1,000,000",0.09,1,1
1990,2,2,2,32,0,0,430291,"1,000,000",0.43,1,1
1991,2,2,4,34,1,1,44518,"1,000,000",0.04,1,0
1992,2,2,5,35,0,0,414858,"1,000,000",0.41,0,0
1993,2,2,1,21,1,0,129486,"1,000,000",0.13,0,0
1994,2,2,2,39,0,1,182783,"1,000,000",0.18,1,1
1995,2,2,2,24,1,1,233841,"1,000,000",0.23,0,0
1996,2,2,1,27,0,0,499438,"1,000,000",0.5,1,1
1997,2,2,4,29,1,1,150437,"1,000,000",0.15,0,1
1998,2,2,3,30,0,0,487678,"1,000,000",0.49,1,0
1999,2,2,1,25,0,1,77836,"1,000,000",0.08,0,1
2000,2,2,4,35,1,0,337584,"1,000,000",0.34,1,1
2001,2,2,2,27,0,1,463338,"1,000,000",0.46,0,1
2002,2,2,3,22,0,1,492561,"1,000,000",0.49,0,0
2003,2,2,2,22,0,0,163984,"1,000,000",0.16,1,0
2004,2,2,5,24,0,0,382124,"1,000,000",0.38,0,1
2005,2,2,1,39,1,0,415782,"1,000,000",0.42,0,1
2006,2,2,2,34,0,1,51261,"1,000,000",0.05,1,0
2007,2,2,3,24,1,0,480230,"1,000,000",0.48,1,1
2008,2,2,3,38,0,0,27195,"1,000,000",0.03,0,0
2009,2,2,4,33,1,1,233415,"1,000,000",0.23,0,0
2010,2,2,3,38,1,0,188099,"1,000,000",0.19,0,1
2011,2,2,3,27,0,0,455726,"1,000,000",0.46,1,1
2012,2,2,3,20,0,1,187248,"1,000,000",0.19,0,0
2013,2,2,2,34,1,0,354247,"1,000,000",0.35,1,1
2014,2,2,2,30,0,0,35910,"1,000,000",0.04,0,1
2015,2,2,2,23,1,1,169532,"1,000,000",0.17,0,0
2016,2,2,2,40,0,1,329693,"1,000,000",0.33,1,1
1955,3,2,4,26,0,0,363496,"1,000,000",0.36,1,0
1956,3,2,4,39,0,0,279897,"1,000,000",0.28,1,0
1957,3,2,3,40,1,0,417837,"1,000,000",0.42,0,0
1958,3,2,1,33,0,0,2226,"1,000,000",0,1,1
1959,3,2,2,31,1,1,315896,"1,000,000",0.32,1,1
1960,3,2,5,32,0,0,233862,"1,000,000",0.23,0,0
1961,3,2,3,31,1,0,230880,"1,000,000",0.23,0,0
1962,3,2,5,24,0,0,152501,"1,000,000",0.15,0,1
1963,3,2,3,40,0,1,262663,"1,000,000",0.26,0,1
1964,3,2,1,32,0,1,385029,"1,000,000",0.39,1,0
1965,3,2,2,33,0,1,38372,"1,000,000",0.04,0,1
1966,3,2,4,20,1,0,43390,"1,000,000",0.04,0,0
1967,3,2,1,39,1,0,27049,"1,000,000",0.03,1,0
1968,3,2,1,33,1,1,439825,"1,000,000",0.44,0,0
1969,3,2,5,20,0,0,442074,"1,000,000",0.44,0,1
1970,3,2,4,31,0,0,357459,"1,000,000",0.36,1,0
1971,3,2,4,26,0,1,225251,"1,000,000",0.23,1,0
1972,3,2,5,34,0,1,48983,"1,000,000",0.05,1,1
1973,3,2,3,34,0,0,123481,"1,000,000",0.12,1,0
1974,3,2,5,35,1,0,252210,"1,000,000",0.25,0,1
1975,3,2,3,32,1,1,347685,"1,000,000",0.35,0,1
1976,3,2,4,36,1,1,2498,"1,000,000",0,0,0
1977,3,2,1,36,0,1,56321,"1,000,000",0.06,0,1
1978,3,2,2,32,1,1,386704,"1,000,000",0.39,1,0
1979,3,2,1,36,0,0,337654,"1,000,000",0.34,0,0
1980,3,2,1,37,0,0,424933,"1,000,000",0.42,1,1
1981,3,2,5,29,1,1,140379,"1,000,000",0.14,1,1
1982,3,2,2,27,0,1,148255,"1,000,000",0.15,1,1
1983,3,2,1,21,0,0,64280,"1,000,000",0.06,0,1
1984,3,2,2,26,0,1,370463,"1,000,000",0.37,1,0
1985,3,2,3,35,1,1,335775,"1,000,000",0.34,0,1
1986,3,2,4,33,1,1,244512,"1,000,000",0.24,1,1
1987,3,2,3,27,0,0,117115,"1,000,000",0.12,0,1
1988,3,2,3,24,0,1,174619,"1,000,000",0.17,1,1
1989,3,2,4,26,0,1,285678,"1,000,000",0.29,0,1
1990,3,2,2,21,1,0,141215,"1,000,000",0.14,1,0
1991,3,2,5,28,1,0,210759,"1,000,000",0.21,1,1
1992,3,2,4,40,0,0,402696,"1,000,000",0.4,0,0
1993,3,2,3,35,1,1,48059,"1,000,000",0.05,0,1
1994,3,2,2,33,1,1,389041,"1,000,000",0.39,0,0
1995,3,2,2,37,0,1,354753,"1,000,000",0.35,1,1
1996,3,2,3,21,0,0,106787,"1,000,000",0.11,1,0
1997,3,2,1,37,1,1,429635,"1,000,000",0.43,1,1
